species	taxid	in_refseq_protein	total	NP_	XP_	WP_	YP_	OTHER	XP_ratio
Aeromonas sp.	647	YES	19776	0	0	19776	0	0	0.0000
Aeromonas caviae	648	YES	334139	0	0	334139	0	0	0.0000
Aeromonas eucrenophila	649	YES	3790	0	0	3790	0	0	0.0000
Aeromonas jandaei	650	YES	102207	0	0	102207	0	0	0.0000
Aeromonas media	651	YES	95902	0	0	95902	0	0	0.0000
Aeromonas schubertii	652	YES	11743	0	0	11743	0	0	0.0000
Aeromonas veronii	654	YES	672818	0	0	672818	0	0	0.0000
Aeromonas allosaccharophila	656	YES	81721	0	0	81721	0	0	0.0000
Photobacterium	657	YES	28205	0	0	28205	0	0	0.0000
Photobacterium phosphoreum	659	YES	46699	0	0	46699	0	0	0.0000
Photobacterium sp.	660	YES	3864	0	0	3864	0	0	0.0000
Photobacterium angustum	661	YES	28205	0	0	28205	0	0	0.0000
Vibrio	662	YES	557880	0	0	557880	0	0	0.0000
Vibrio alginolyticus	663	YES	170985	0	0	170985	0	0	0.0000
Vibrio cholerae	666	YES	500302	0	0	500302	0	0	0.0000
Aliivibrio fischeri	668	YES	95986	0	0	95986	0	0	0.0000
Vibrio harveyi	669	YES	171930	0	0	171930	0	0	0.0000
Vibrio parahaemolyticus	670	YES	1109116	0	0	1109116	0	0	0.0000
Vibrio proteolyticus	671	YES	6409	0	0	6409	0	0	0.0000
Vibrio vulnificus	672	YES	317327	0	0	317327	0	0	0.0000
Grimontia hollisae	673	YES	11074	0	0	11074	0	0	0.0000
Vibrio mimicus	674	YES	45025	0	0	45025	0	0	0.0000
Vibrio cincinnatiensis	675	YES	23070	0	0	23070	0	0	0.0000
Vibrio fluvialis	676	YES	126732	0	0	126732	0	0	0.0000
Vibrio sp.	678	YES	36458	0	0	36458	0	0	0.0000
Vibrio campbellii	680	YES	128664	0	0	128664	0	0	0.0000
Vibrio diazotrophicus	685	YES	19763	0	0	19763	0	0	0.0000
Vibrio gazogenes	687	YES	8074	0	0	8074	0	0	0.0000
Aliivibrio logei	688	YES	7901	0	0	7901	0	0	0.0000
Vibrio mediterranei	689	YES	43390	0	0	43390	0	0	0.0000
Vibrio natriegens	691	YES	33325	0	0	33325	0	0	0.0000
Vibrio nereis	693	YES	6475	0	0	6475	0	0	0.0000
Plesiomonas	702	YES	3538	0	0	3538	0	0	0.0000
Plesiomonas shigelloides	703	YES	62644	0	0	62644	0	0	0.0000
Pasteurellaceae	712	YES	12950	0	0	12950	0	0	0.0000
Actinobacillus	713	YES	2813	0	0	2813	0	0	0.0000
Aggregatibacter actinomycetemcomitans	714	YES	48579	0	0	48579	0	0	0.0000
Actinobacillus pleuropneumoniae	715	YES	30120	0	0	30120	0	0	0.0000
Actinobacillus suis	716	YES	2763	0	0	2763	0	0	0.0000
Actinobacillus capsulatus	717	YES	2190	0	0	2190	0	0	0.0000
Actinobacillus equuli	718	YES	22851	0	0	22851	0	0	0.0000
Actinobacillus lignieresii	720	YES	3713	0	0	3713	0	0	0.0000
Actinobacillus seminis	722	YES	3623	0	0	3623	0	0	0.0000
Actinobacillus ureae	723	YES	3141	0	0	3141	0	0	0.0000
Haemophilus	724	YES	34555	0	0	34555	0	0	0.0000
Haemophilus haemolyticus	726	YES	56712	0	0	56712	0	0	0.0000
Haemophilus influenzae	727	YES	131848	0	0	131848	0	0	0.0000
Avibacterium paragallinarum	728	YES	31249	0	0	31249	0	0	0.0000
Haemophilus parainfluenzae	729	YES	48771	0	0	48771	0	0	0.0000
[Haemophilus] ducreyi	730	YES	4744	0	0	4744	0	0	0.0000
Histophilus somni	731	YES	15235	0	0	15235	0	0	0.0000
Aggregatibacter aphrophilus	732	YES	17389	0	0	17389	0	0	0.0000
Canicola haemoglobinophilus	733	YES	3562	0	0	3562	0	0	0.0000
Haemophilus paracuniculus	734	YES	1919	0	0	1919	0	0	0.0000
Haemophilus parahaemolyticus	735	YES	22756	0	0	22756	0	0	0.0000
Haemophilus paraphrohaemolyticus	736	YES	5881	0	0	5881	0	0	0.0000
Glaesserella parasuis	738	YES	104284	0	0	104284	0	0	0.0000
Aggregatibacter segnis	739	YES	16432	0	0	16432	0	0	0.0000
Haemophilus sp.	740	YES	19779	0	0	19779	0	0	0.0000
Pasteurella	745	YES	2457	0	0	2457	0	0	0.0000
Pasteurella multocida	747	YES	96535	0	0	96535	0	0	0.0000
[Pasteurella] aerogenes	749	YES	1	0	0	1	0	0	0.0000
Gallibacterium anatis	750	YES	56451	0	0	56451	0	0	0.0000
Avibacterium avium	751	YES	28891	0	0	28891	0	0	0.0000
Pasteurella bettyae	752	YES	3233	0	0	3233	0	0	0.0000
Pasteurella canis	753	YES	10184	0	0	10184	0	0	0.0000
Pasteurella dagmatis	754	YES	1964	0	0	1964	0	0	0.0000
Avibacterium gallinarum	755	YES	4779	0	0	4779	0	0	0.0000
Alitibacter langaaensis	756	YES	1815	0	0	1815	0	0	0.0000
Rodentibacter pneumotropicus	758	YES	12169	0	0	12169	0	0	0.0000
Pasteurella stomatis	760	YES	1	0	0	1	0	0	0.0000
Pasteurella testudinis	761	YES	4550	0	0	4550	0	0	0.0000
Avibacterium volantium	762	YES	2819	0	0	2819	0	0	0.0000
Rickettsiales	766	YES	18	0	0	18	0	0	0.0000
Anaplasma	768	YES	174	0	0	174	0	0	0.0000
Anaplasma centrale	769	YES	793	0	0	793	0	0	0.0000
Anaplasma marginale	770	YES	6377	0	0	6377	0	0	0.0000
Bartonellaceae	772	YES	10210	0	0	10210	0	0	0.0000
Bartonella	773	YES	8724	0	0	8724	0	0	0.0000
Bartonella bacilliformis	774	YES	5023	0	0	5023	0	0	0.0000
Coxiella	776	YES	6	0	0	6	0	0	0.0000
Coxiella burnetii	777	YES	17417	0	0	17417	0	0	0.0000
Ehrlichia ruminantium	779	YES	7274	0	0	7274	0	0	0.0000
Rickettsia	780	YES	1666	0	0	1666	0	0	0.0000
Rickettsia conorii	781	YES	6910	0	0	6910	0	0	0.0000
Rickettsia prowazekii	782	YES	1418	0	0	1418	0	0	0.0000
Rickettsia rickettsii	783	YES	2086	0	0	2086	0	0	0.0000
Orientia tsutsugamushi	784	YES	24712	0	0	24712	0	0	0.0000
Rickettsia typhi	785	YES	828	0	0	828	0	0	0.0000
Rickettsia akari	786	YES	1113	0	0	1113	0	0	0.0000
Rickettsia australis	787	YES	1369	0	0	1369	0	0	0.0000
Rickettsia canadensis	788	YES	1678	0	0	1678	0	0	0.0000
Rickettsia sp.	789	YES	2678	0	0	2678	0	0	0.0000
Symbiopectobacterium	801	YES	2981	0	0	2981	0	0	0.0000
Bartonella quintana	803	YES	4108	0	0	4108	0	0	0.0000
Bartonella elizabethae	807	YES	1861	0	0	1861	0	0	0.0000
Chlamydia	810	YES	3240	0	0	3240	0	0	0.0000
Chlamydia trachomatis	813	YES	8366	0	0	8366	0	0	0.0000
Bacteroidaceae	815	YES	55281	0	0	55281	0	0	0.0000
Bacteroides	816	YES	296825	0	0	296825	0	0	0.0000
Bacteroides fragilis	817	YES	136526	0	0	136526	0	0	0.0000
Bacteroides thetaiotaomicron	818	YES	164923	0	0	164923	0	0	0.0000
Bacteroides uniformis	820	YES	98662	0	0	98662	0	0	0.0000
Phocaeicola vulgatus	821	YES	109608	0	0	109608	0	0	0.0000
Parabacteroides distasonis	823	YES	111974	0	0	111974	0	0	0.0000
Campylobacter gracilis	824	YES	4737	0	0	4737	0	0	0.0000
Sebaldella termitidis	826	YES	7096	0	0	7096	0	0	0.0000
Campylobacter ureolyticus	827	YES	32076	0	0	32076	0	0	0.0000
Butyrivibrio	830	YES	3716	0	0	3716	0	0	0.0000
Butyrivibrio fibrisolvens	831	YES	30874	0	0	30874	0	0	0.0000
Fibrobacter	832	YES	3749	0	0	3749	0	0	0.0000
Fibrobacter succinogenes	833	YES	14999	0	0	14999	0	0	0.0000
Porphyromonas	836	YES	5511	0	0	5511	0	0	0.0000
Porphyromonas gingivalis	837	YES	55760	0	0	55760	0	0	0.0000
Prevotella	838	YES	33346	0	0	33346	0	0	0.0000
Xylanibacter ruminicola	839	YES	15483	0	0	15483	0	0	0.0000
Hoylesella loescheii	840	YES	14027	0	0	14027	0	0	0.0000
Roseburia	841	YES	8554	0	0	8554	0	0	0.0000
Wolinella succinogenes	844	YES	6174	0	0	6174	0	0	0.0000
Oxalobacter	846	YES	24	0	0	24	0	0	0.0000
Oxalobacter formigenes	847	YES	4616	0	0	4616	0	0	0.0000
Fusobacterium	848	YES	56252	0	0	56252	0	0	0.0000
Fusobacterium gonidiaformans	849	YES	4629	0	0	4629	0	0	0.0000
Fusobacterium mortiferum	850	YES	18793	0	0	18793	0	0	0.0000
Fusobacterium nucleatum	851	YES	33217	0	0	33217	0	0	0.0000
Fusobacterium perfoetens	852	YES	6173	0	0	6173	0	0	0.0000
Faecalibacterium prausnitzii	853	YES	131630	0	0	131630	0	0	0.0000
Fusobacterium russii	854	YES	1702	0	0	1702	0	0	0.0000
Fusobacterium simiae	855	YES	2309	0	0	2309	0	0	0.0000
Fusobacterium varium	856	YES	26572	0	0	26572	0	0	0.0000
Fusobacterium necrogenes	858	YES	2647	0	0	2647	0	0	0.0000
Fusobacterium necrophorum	859	YES	39917	0	0	39917	0	0	0.0000
Fusobacterium periodonticum	860	YES	15251	0	0	15251	0	0	0.0000
Fusobacterium ulcerans	861	YES	26394	0	0	26394	0	0	0.0000
Syntrophomonas	862	YES	872	0	0	872	0	0	0.0000
Syntrophomonas wolfei	863	YES	10774	0	0	10774	0	0	0.0000
Pectinatus	864	YES	80	0	0	80	0	0	0.0000
Pectinatus frisingensis	865	YES	13254	0	0	13254	0	0	0.0000
Ruminobacter	866	YES	1348	0	0	1348	0	0	0.0000
Ruminobacter amylophilus	867	YES	2232	0	0	2232	0	0	0.0000
Cardiobacteriaceae	868	YES	16	0	0	16	0	0	0.0000
Dichelobacter nodosus	870	YES	5578	0	0	5578	0	0	0.0000
Desulfovibrio	872	YES	26118	0	0	26118	0	0	0.0000
Desulfocurvibacter africanus	873	YES	12793	0	0	12793	0	0	0.0000
Desulfovibrio desulfuricans	876	YES	19834	0	0	19834	0	0	0.0000
Solidesulfovibrio fructosivorans	878	YES	4158	0	0	4158	0	0	0.0000
Megalodesulfovibrio gigas	879	YES	3448	0	0	3448	0	0	0.0000
Maridesulfovibrio salexigens	880	YES	3559	0	0	3559	0	0	0.0000
Nitratidesulfovibrio vulgaris	881	YES	8588	0	0	8588	0	0	0.0000
Desulfovibrio sp.	885	YES	90703	0	0	90703	0	0	0.0000
Thermodesulfobacterium thermophilum	886	YES	1533	0	0	1533	0	0	0.0000
Paucidesulfovibrio longus	889	YES	3328	0	0	3328	0	0	0.0000
Desulfuromonas	890	YES	2568	0	0	2568	0	0	0.0000
Desulfuromonas acetoxidans	891	YES	5519	0	0	5519	0	0	0.0000
Desulfuromonas sp.	892	YES	3199	0	0	3199	0	0	0.0000
Desulfobulbus	893	YES	24	0	0	24	0	0	0.0000
Desulfobulbus propionicus	894	YES	6540	0	0	6540	0	0	0.0000
Desulfobulbus sp.	895	YES	16055	0	0	16055	0	0	0.0000
Desulfococcus	896	YES	2032	0	0	2032	0	0	0.0000
Desulfococcus multivorans	897	YES	1996	0	0	1996	0	0	0.0000
Desulfomicrobium	898	YES	1773	0	0	1773	0	0	0.0000
Desulfomicrobium baculatum	899	YES	3300	0	0	3300	0	0	0.0000
Desulfovibrio piger	901	YES	50391	0	0	50391	0	0	0.0000
Acidaminococcus	904	YES	11488	0	0	11488	0	0	0.0000
Acidaminococcus fermentans	905	YES	29354	0	0	29354	0	0	0.0000
Megasphaera	906	YES	24804	0	0	24804	0	0	0.0000
Megasphaera elsdenii	907	YES	36011	0	0	36011	0	0	0.0000
Nitrobacter	911	YES	652	0	0	652	0	0	0.0000
Nitrobacter hamburgensis	912	YES	4363	0	0	4363	0	0	0.0000
Nitrobacter winogradskyi	913	YES	6499	0	0	6499	0	0	0.0000
Nitrosomonas	914	YES	12682	0	0	12682	0	0	0.0000
Nitrosomonas europaea	915	YES	5880	0	0	5880	0	0	0.0000
Nitrosomonas eutropha	916	YES	4883	0	0	4883	0	0	0.0000
Nitrosomonas marina	917	YES	6223	0	0	6223	0	0	0.0000
Thiobacillus	919	YES	512	0	0	512	0	0	0.0000
Acidithiobacillus ferrooxidans	920	YES	12241	0	0	12241	0	0	0.0000
Ancylobacter novellus	921	YES	4448	0	0	4448	0	0	0.0000
Guyparkeria hydrothermalis	923	YES	2950	0	0	2950	0	0	0.0000
Thiobacillus sp.	924	YES	46398	0	0	46398	0	0	0.0000
Thiomonas intermedia	926	YES	2940	0	0	2940	0	0	0.0000
Halothiobacillus neapolitanus	927	YES	2358	0	0	2358	0	0	0.0000
Thermithiobacillus tepidarius	929	YES	2962	0	0	2962	0	0	0.0000
Acidithiobacillus thiooxidans	930	YES	25024	0	0	25024	0	0	0.0000
Thiobacillus thioparus	931	YES	2904	0	0	2904	0	0	0.0000
Thiomicrospira	933	YES	105	0	0	105	0	0	0.0000
Thiomicrospira pelophila	934	YES	1939	0	0	1939	0	0	0.0000
Thiomicrospira sp.	935	YES	4273	0	0	4273	0	0	0.0000
Hydrogenobacter	939	YES	7	0	0	7	0	0	0.0000
Hydrogenobacter thermophilus	940	YES	6918	0	0	6918	0	0	0.0000
Anaplasmataceae	942	YES	12	0	0	12	0	0	0.0000
Ehrlichia	943	YES	783	0	0	783	0	0	0.0000
Ehrlichia canis	944	YES	1188	0	0	1188	0	0	0.0000
Ehrlichia chaffeensis	945	YES	1706	0	0	1706	0	0	0.0000
Anaplasma phagocytophilum	948	YES	11027	0	0	11027	0	0	0.0000
Anaplasma platys	949	YES	888	0	0	888	0	0	0.0000
Neorickettsia risticii	950	YES	1034	0	0	1034	0	0	0.0000
Ehrlichia sennetsu	951	YES	742	0	0	742	0	0	0.0000
Wolbachia	953	YES	14822	0	0	14822	0	0	0.0000
Francisella persica	954	YES	1199	0	0	1199	0	0	0.0000
Wolbachia pipientis	955	YES	15377	0	0	15377	0	0	0.0000
Bdellovibrio	958	YES	12141	0	0	12141	0	0	0.0000
Bdellovibrio bacteriovorus	959	YES	42182	0	0	42182	0	0	0.0000
Bacteriovorax stolpii	960	YES	5258	0	0	5258	0	0	0.0000
Herbaspirillum	963	YES	25336	0	0	25336	0	0	0.0000
Herbaspirillum seropedicae	964	YES	26392	0	0	26392	0	0	0.0000
Oceanospirillum	965	YES	238	0	0	238	0	0	0.0000
Oceanospirillum linum	966	YES	3304	0	0	3304	0	0	0.0000
Selenomonas	970	YES	957	0	0	957	0	0	0.0000
Pseudoselenomonas ruminantium	971	YES	29267	0	0	29267	0	0	0.0000
Halanaerobiaceae	972	YES	457	0	0	457	0	0	0.0000
Bacteroidota	976	YES	7789	0	0	7789	0	0	0.0000
Cytophaga	978	YES	18	0	0	18	0	0	0.0000
Cellulophaga lytica	979	YES	13276	0	0	13276	0	0	0.0000
Persicobacter diffluens	981	YES	4688	0	0	4688	0	0	0.0000
Saccharicrinis fermentans	982	YES	5653	0	0	5653	0	0	0.0000
Flavobacterium flevense	983	YES	3495	0	0	3495	0	0	0.0000
Pedobacter heparinus	984	YES	7714	0	0	7714	0	0	0.0000
Cytophaga hutchinsonii	985	YES	3798	0	0	3798	0	0	0.0000
Flavobacterium johnsoniae	986	YES	23810	0	0	23810	0	0	0.0000
Aquimarina latercula	987	YES	3393	0	0	3393	0	0	0.0000
Leeuwenhoekiella marinoflava	988	YES	6466	0	0	6466	0	0	0.0000
Marinilabilia salmonicolor	989	YES	10845	0	0	10845	0	0	0.0000
Breznakibacter xylanolyticus	990	YES	3356	0	0	3356	0	0	0.0000
Flavobacterium hydatis	991	YES	4874	0	0	4874	0	0	0.0000
Solitalea canadensis	995	YES	4354	0	0	4354	0	0	0.0000
Flavobacterium columnare	996	YES	15755	0	0	15755	0	0	0.0000
Eisenibacter elegans	997	YES	3335	0	0	3335	0	0	0.0000
Flexibacter flexilis	998	YES	3548	0	0	3548	0	0	0.0000
Bernardetia litoralis	999	YES	3936	0	0	3936	0	0	0.0000
Hugenholtzia roseola	1002	YES	3341	0	0	3341	0	0	0.0000
Thermoflexibacter ruber	1003	YES	4446	0	0	4446	0	0	0.0000
Chitinophaga sancti	1004	YES	16233	0	0	16233	0	0	0.0000
Marivirga tractuosa	1006	YES	7707	0	0	7707	0	0	0.0000
Saprospira	1007	YES	50	0	0	50	0	0	0.0000
Saprospira grandis	1008	YES	9512	0	0	9512	0	0	0.0000
Sphingobacterium mizutaii	1010	YES	13947	0	0	13947	0	0	0.0000
Sporocytophaga	1011	YES	174	0	0	174	0	0	0.0000
Weeksella	1013	YES	1543	0	0	1543	0	0	0.0000
Weeksella virosa	1014	YES	3357	0	0	3357	0	0	0.0000
Bergeyella zoohelcum	1015	YES	8278	0	0	8278	0	0	0.0000
Capnocytophaga	1016	YES	18221	0	0	18221	0	0	0.0000
Capnocytophaga gingivalis	1017	YES	46908	0	0	46908	0	0	0.0000
Capnocytophaga ochracea	1018	YES	18313	0	0	18313	0	0	0.0000
Capnocytophaga sputigena	1019	YES	54810	0	0	54810	0	0	0.0000
Beggiatoa	1021	YES	11	0	0	11	0	0	0.0000
Beggiatoa alba	1022	YES	3469	0	0	3469	0	0	0.0000
Marinoscillum furvescens	1026	YES	4624	0	0	4624	0	0	0.0000
Microscilla marina	1027	YES	7223	0	0	7223	0	0	0.0000
Marivirga sericea	1028	YES	3927	0	0	3927	0	0	0.0000
Thiothrix	1030	YES	1851	0	0	1851	0	0	0.0000
Thiothrix nivea	1031	YES	4371	0	0	4371	0	0	0.0000
Thiothrix sp.	1032	YES	7024	0	0	7024	0	0	0.0000
Afipia	1033	YES	3234	0	0	3234	0	0	0.0000
Afipia clevelandensis	1034	YES	4101	0	0	4101	0	0	0.0000
Afipia felis	1035	YES	9852	0	0	9852	0	0	0.0000
Erythrobacter	1041	YES	3237	0	0	3237	0	0	0.0000
Erythrobacter sp.	1042	YES	54429	0	0	54429	0	0	0.0000
Erythrobacter longus	1044	YES	3210	0	0	3210	0	0	0.0000
Chromatiaceae	1046	YES	376	0	0	376	0	0	0.0000
Marichromatium gracile	1048	YES	7111	0	0	7111	0	0	0.0000
Allochromatium vinosum	1049	YES	5785	0	0	5785	0	0	0.0000
Thermochromatium tepidum	1050	YES	2619	0	0	2619	0	0	0.0000
Ectothiorhodospira	1051	YES	2866	0	0	2866	0	0	0.0000
Halorhodospira halochloris	1052	YES	6133	0	0	6133	0	0	0.0000
Halorhodospira halophila	1053	YES	5617	0	0	5617	0	0	0.0000
Ectothiorhodospira shaposhnikovii	1054	YES	7329	0	0	7329	0	0	0.0000
Thiocapsa	1056	YES	386	0	0	386	0	0	0.0000
Thiococcus pfennigii	1057	YES	5849	0	0	5849	0	0	0.0000
Thiocapsa roseopersicina	1058	YES	4516	0	0	4516	0	0	0.0000
Rhodobacter	1060	YES	1194	0	0	1194	0	0	0.0000
Rhodobacter capsulatus	1061	YES	35484	0	0	35484	0	0	0.0000
Cereibacter sphaeroides	1063	YES	48573	0	0	48573	0	0	0.0000
Rhodocyclus	1064	YES	12	0	0	12	0	0	0.0000
Rhodocyclus tenuis	1066	YES	6055	0	0	6055	0	0	0.0000
Rhodocyclus purpureus	1067	YES	3183	0	0	3183	0	0	0.0000
Rhodomicrobium	1068	YES	6119	0	0	6119	0	0	0.0000
Rhodomicrobium vannielii	1069	YES	6718	0	0	6718	0	0	0.0000
Rhodopila	1070	YES	2	0	0	2	0	0	0.0000
Rhodopila globiformis	1071	YES	6367	0	0	6367	0	0	0.0000
Rhodopseudomonas	1073	YES	16701	0	0	16701	0	0	0.0000
Rhodoblastus acidophilus	1074	YES	17131	0	0	17131	0	0	0.0000
Pseudogemmobacter blasticus	1075	YES	6337	0	0	6337	0	0	0.0000
Rhodopseudomonas palustris	1076	YES	70124	0	0	70124	0	0	0.0000
Rhodopseudomonas sp.	1078	YES	21083	0	0	21083	0	0	0.0000
Blastochloris viridis	1079	YES	3344	0	0	3344	0	0	0.0000
Afifella marina	1080	YES	3575	0	0	3575	0	0	0.0000
Magnetospirillum fulvum	1082	YES	6682	0	0	6682	0	0	0.0000
Magnetospirillum molischianum	1083	YES	3493	0	0	3493	0	0	0.0000
Pararhodospirillum photometricum	1084	YES	3378	0	0	3378	0	0	0.0000
Rhodospirillum rubrum	1085	YES	8793	0	0	8793	0	0	0.0000
Rhodothalassium salexigens	1086	YES	6963	0	0	6963	0	0	0.0000
Rhodovibrio salinarum	1087	YES	3816	0	0	3816	0	0	0.0000
Rhodovibrio sodomensis	1088	YES	5383	0	0	5383	0	0	0.0000
Chlorobium	1091	YES	1213	0	0	1213	0	0	0.0000
Chlorobium limicola	1092	YES	6560	0	0	6560	0	0	0.0000
Chlorobium phaeovibrioides	1094	YES	5324	0	0	5324	0	0	0.0000
Chlorobium sp.	1095	YES	8019	0	0	8019	0	0	0.0000
Chlorobium phaeobacteroides	1096	YES	4093	0	0	4093	0	0	0.0000
Chlorobaculum tepidum	1097	YES	1962	0	0	1962	0	0	0.0000
Prosthecochloris vibrioformis	1098	YES	1095	0	0	1095	0	0	0.0000
Pelodictyon luteolum	1100	YES	3862	0	0	3862	0	0	0.0000
Prosthecochloris	1101	YES	4146	0	0	4146	0	0	0.0000
Prosthecochloris aestuarii	1102	YES	1259	0	0	1259	0	0	0.0000
Chloroflexus	1107	YES	4541	0	0	4541	0	0	0.0000
Chloroflexus aurantiacus	1108	YES	4169	0	0	4169	0	0	0.0000
Erythrobacter neustonensis	1112	YES	2836	0	0	2836	0	0	0.0000
Cyanobacteriota	1117	YES	59	0	0	59	0	0	0.0000
Chroococcales	1118	YES	24	0	0	24	0	0	0.0000
Aphanothece	1121	YES	2715	0	0	2715	0	0	0.0000
Aphanothece sacrum	1122	YES	4533	0	0	4533	0	0	0.0000
Chlorogloeopsis	1123	YES	202	0	0	202	0	0	0.0000
Chlorogloeopsis fritschii	1124	YES	12334	0	0	12334	0	0	0.0000
Microcystis	1125	YES	55755	0	0	55755	0	0	0.0000
Microcystis aeruginosa	1126	YES	139492	0	0	139492	0	0	0.0000
Microcystis sp.	1127	YES	30874	0	0	30874	0	0	0.0000
Synechococcus	1129	YES	4551	0	0	4551	0	0	0.0000
Synechococcus sp.	1131	YES	40880	0	0	40880	0	0	0.0000
Synechocystis	1142	YES	1440	0	0	1440	0	0	0.0000
Synechocystis sp. PCC 6714	1147	YES	433	0	0	433	0	0	0.0000
Synechocystis sp. PCC 6803	1148	YES	293	0	0	293	0	0	0.0000
Oscillatoriales	1150	YES	5279	0	0	5279	0	0	0.0000
Pseudanabaena	1152	YES	9235	0	0	9235	0	0	0.0000
Spirulina	1154	YES	3957	0	0	3957	0	0	0.0000
Spirulina sp.	1157	YES	339	0	0	339	0	0	0.0000
Planktothrix agardhii	1160	YES	36839	0	0	36839	0	0	0.0000
Nostocales	1161	YES	32105	0	0	32105	0	0	0.0000
Nostocaceae	1162	YES	17635	0	0	17635	0	0	0.0000
Anabaena	1163	YES	6073	0	0	6073	0	0	0.0000
Trichormus azollae	1164	YES	8252	0	0	8252	0	0	0.0000
Anabaena cylindrica	1165	YES	5507	0	0	5507	0	0	0.0000
Dolichospermum flos-aquae	1166	YES	5725	0	0	5725	0	0	0.0000
Aphanizomenon	1175	YES	4895	0	0	4895	0	0	0.0000
Aphanizomenon flos-aquae	1176	YES	8304	0	0	8304	0	0	0.0000
Nostoc	1177	YES	14221	0	0	14221	0	0	0.0000
Nostoc commune	1178	YES	18967	0	0	18967	0	0	0.0000
Desmonostoc muscorum	1179	YES	7295	0	0	7295	0	0	0.0000
Nostoc sp.	1180	YES	584410	0	0	584410	0	0	0.0000
Scytonemataceae	1182	YES	7	0	0	7	0	0	0.0000
Leptolyngbya boryana	1184	YES	3867	0	0	3867	0	0	0.0000
Calothrix	1186	YES	6989	0	0	6989	0	0	0.0000
Tolypothrix sp. PCC 7601	1188	YES	539	0	0	539	0	0	0.0000
Fischerella	1190	YES	8802	0	0	8802	0	0	0.0000
Fischerella sp.	1191	YES	4364	0	0	4364	0	0	0.0000
Leptolyngbya ectocarpi	1202	YES	5954	0	0	5954	0	0	0.0000
Scytonema	1203	YES	58	0	0	58	0	0	0.0000
Trichodesmium erythraeum	1206	YES	4862	0	0	4862	0	0	0.0000
Prochlorococcus	1218	YES	24945	0	0	24945	0	0	0.0000
Prochlorococcus marinus	1219	YES	70541	0	0	70541	0	0	0.0000
Prochlorococcus sp.	1220	YES	1575	0	0	1575	0	0	0.0000
Prochlorothrix hollandica	1223	YES	8659	0	0	8659	0	0	0.0000
Pseudomonadota	1224	YES	49405	0	0	49405	0	0	0.0000
Nitrosococcus	1227	YES	70	0	0	70	0	0	0.0000
Nitrosococcus oceani	1229	YES	5782	0	0	5782	0	0	0.0000
Nitrosospira multiformis	1231	YES	16453	0	0	16453	0	0	0.0000
Nitrosovibrio tenuis	1233	YES	2702	0	0	2702	0	0	0.0000
Nitrospira	1234	YES	539	0	0	539	0	0	0.0000
Gammaproteobacteria	1236	YES	84212	0	0	84212	0	0	0.0000
Piscirickettsia	1237	YES	7	0	0	7	0	0	0.0000
Piscirickettsia salmonis	1238	YES	28117	0	0	28117	0	0	0.0000
Bacillota	1239	YES	50760	0	0	50760	0	0	0.0000
Leuconostoc	1243	YES	27826	0	0	27826	0	0	0.0000
Leuconostoc gelidum	1244	YES	9799	0	0	9799	0	0	0.0000
Leuconostoc mesenteroides	1245	YES	92386	0	0	92386	0	0	0.0000
Leuconostoc lactis	1246	YES	39697	0	0	39697	0	0	0.0000
Oenococcus oeni	1247	YES	72501	0	0	72501	0	0	0.0000
Weissella paramesenteroides	1249	YES	25111	0	0	25111	0	0	0.0000
Leuconostoc fallax	1251	YES	3042	0	0	3042	0	0	0.0000
Leuconostoc carnosum	1252	YES	9633	0	0	9633	0	0	0.0000
Pediococcus	1253	YES	6839	0	0	6839	0	0	0.0000
Pediococcus acidilactici	1254	YES	53294	0	0	53294	0	0	0.0000
Pediococcus pentosaceus	1255	YES	65587	0	0	65587	0	0	0.0000
Peptostreptococcus	1257	YES	4319	0	0	4319	0	0	0.0000
Peptoniphilus asaccharolyticus	1258	YES	4173	0	0	4173	0	0	0.0000
Finegoldia magna	1260	YES	68992	0	0	68992	0	0	0.0000
Peptostreptococcus anaerobius	1261	YES	10786	0	0	10786	0	0	0.0000
Peptostreptococcus sp.	1262	YES	11214	0	0	11214	0	0	0.0000
Ruminococcus	1263	YES	43406	0	0	43406	0	0	0.0000
Hominimerdicola alba	1264	YES	21146	0	0	21146	0	0	0.0000
Ruminococcus flavefaciens	1265	YES	53341	0	0	53341	0	0	0.0000
Sarcina	1266	YES	718	0	0	718	0	0	0.0000
Sarcina ventriculi	1267	YES	8580	0	0	8580	0	0	0.0000
Micrococcaceae	1268	YES	96366	0	0	96366	0	0	0.0000
Micrococcus	1269	YES	41376	0	0	41376	0	0	0.0000
Micrococcus luteus	1270	YES	117940	0	0	117940	0	0	0.0000
Micrococcus sp.	1271	YES	4118	0	0	4118	0	0	0.0000
Kocuria varians	1272	YES	4537	0	0	4537	0	0	0.0000
Micrococcus lylae	1273	YES	7037	0	0	7037	0	0	0.0000
Dermacoccus nishinomiyaensis	1274	YES	20762	0	0	20762	0	0	0.0000
Kocuria rosea	1275	YES	30201	0	0	30201	0	0	0.0000
Kytococcus sedentarius	1276	YES	16194	0	0	16194	0	0	0.0000
Staphylococcus	1279	YES	222918	0	0	222918	0	0	0.0000
Staphylococcus aureus	1280	YES	1069636	0	0	1069636	0	0	0.0000
Staphylococcus carnosus	1281	YES	8053	0	0	8053	0	0	0.0000
Staphylococcus epidermidis	1282	YES	208826	0	0	208826	0	0	0.0000
Staphylococcus haemolyticus	1283	YES	114289	0	0	114289	0	0	0.0000
